id,carat,cut,color,clarity,depth,table,x,y,z,price
2465,0.23,Very Good,E,VVS2,61.4,60.0,3.93,3.98,2.42,505
3855,0.32,Very Good,D,SI1,60.8,62.0,4.4,4.43,2.69,532
1350,1.71,Very Good,E,SI1,63.0,58.0,7.59,7.62,4.79,14256
3296,0.31,Ideal,D,SI1,62.1,54.0,4.34,4.36,2.7,732
112,0.41,Premium,G,VS2,61.1,60.0,4.79,4.76,2.91,1061
3133,0.42,Premium,I,VVS1,61.9,57.0,4.8,4.78,2.97,945
263,0.32,Premium,H,VS2,61.3,58.0,4.44,4.4,2.71,648
1393,0.41,Ideal,E,SI1,61.8,55.0,4.76,4.79,2.95,755
1878,0.51,Very Good,G,VS1,62.8,56.0,5.07,5.1,3.19,1656
1186,0.36,Ideal,F,SI1,61.7,55.0,4.57,4.6,2.83,683
3071,0.54,Ideal,F,VS2,60.7,56.0,5.28,5.3,3.21,1722
56,0.77,Premium,E,VS1,61.1,58.0,5.89,5.95,3.61,3423
1309,2.01,Premium,H,VS2,60.1,60.0,8.02,7.96,4.84,16239
695,0.38,Ideal,E,SI1,61.9,56.0,4.65,4.7,2.89,755
2952,0.51,Ideal,E,VS2,61.4,56.0,5.14,5.17,3.17,1655
1726,1.06,Premium,F,SI1,61.8,57.0,6.53,6.57,4.05,5198
2091,1.0,Good,H,SI1,57.8,62.0,6.53,6.51,3.77,4326
3869,0.7,Ideal,F,SI1,62.9,57.0,5.69,5.66,3.57,2368
319,0.7,Ideal,F,SI1,61.6,57.0,5.71,5.74,3.53,2559
4321,1.01,Ideal,E,VS1,62.6,57.0,6.45,6.4,4.03,7692
682,1.08,Very Good,D,SI2,63.2,57.0,6.47,6.54,4.12,4584
3841,1.02,Ideal,I,SI2,62.0,56.0,6.44,6.4,3.98,3130
3213,0.41,Ideal,E,VS1,61.0,57.0,4.84,4.81,2.94,1160
2002,1.34,Ideal,I,VS2,62.0,57.0,7.08,7.04,4.37,8590
4783,0.23,Very Good,E,VVS1,61.3,58.0,3.93,3.95,2.42,530
4150,1.07,Premium,H,SI2,62.5,58.0,6.58,6.49,4.08,4140
286,0.51,Ideal,G,SI2,62.6,57.0,5.08,5.12,3.2,1181
1888,2.22,Premium,D,SI2,62.2,59.0,8.32,8.36,5.18,17608
2337,0.51,Very Good,G,VVS1,60.0,56.0,5.25,5.22,3.15,2041
2520,0.31,Ideal,E,VS1,62.0,54.4,4.35,4.37,2.7,685
2277,0.79,Ideal,E,VS2,62.4,56.0,5.93,5.9,3.68,3172
2127,0.71,Ideal,H,VVS2,60.9,56.0,5.77,5.83,3.53,3371
3499,0.4,Premium,H,VS1,62.0,59.0,4.67,4.71,2.91,1125
4211,0.23,Very Good,E,VS1,61.2,59.0,3.95,3.97,2.42,428
2083,1.02,Ideal,J,VS2,61.1,54.0,6.47,6.5,3.97,4150
736,0.79,Ideal,E,SI2,61.9,55.0,5.94,5.99,3.68,2726
4802,0.31,Premium,G,VS1,62.4,58.0,4.32,4.36,2.7,625
336,0.4,Ideal,F,SI2,62.0,54.0,4.77,4.73,2.95,694
2596,0.41,Premium,H,VS1,60.9,60.0,4.81,4.83,2.94,960
2771,0.71,Very Good,I,VVS1,62.1,58.0,5.68,5.72,3.54,2479
3704,0.41,Ideal,I,VVS1,61.7,55.0,4.77,4.79,2.95,875
4405,0.54,Ideal,G,VS1,61.8,56.0,5.23,5.26,3.24,1695
1071,1.0,Premium,F,VVS2,60.4,58.0,6.54,6.5,3.94,9120
2290,1.0,Premium,H,SI2,62.5,58.0,6.42,6.34,3.99,3790
1672,1.01,Ideal,G,VVS2,61.7,56.0,6.48,6.44,3.99,8112
4083,0.31,Ideal,D,VS2,61.4,56.0,4.34,4.37,2.68,504
4251,0.51,Ideal,E,VS2,61.6,56.0,5.1,5.14,3.15,1656
4113,1.5,Very Good,G,VS2,61.8,61.0,7.37,7.4,4.55,13196
4409,0.9,Very Good,D,SI2,62.1,62.0,6.18,6.15,3.83,2863
3366,1.03,Fair,G,SI2,66.7,57.0,6.24,6.21,4.15,3375
1488,1.22,Ideal,I,SI2,61.6,57.0,6.9,6.94,4.26,5703
498,1.03,Premium,H,SI1,61.9,59.0,6.42,6.49,4.0,4478
4345,0.4,Ideal,F,VVS2,61.3,57.0,4.78,4.76,2.93,1141
3479,0.33,Ideal,G,VS1,62.1,55.0,4.44,4.39,2.74,854
2581,0.3,Ideal,G,VVS2,62.2,56.0,4.27,4.29,2.66,672
3123,1.52,Ideal,G,VS2,63.0,56.0,7.27,7.3,4.59,12932
2921,1.62,Very Good,H,SI2,63.1,58.0,7.39,7.44,4.68,9596
4378,0.9,Good,G,SI2,59.9,65.0,6.22,6.12,3.68,2536
2644,1.02,Very Good,G,VS1,59.9,60.0,6.54,6.57,3.92,6239
4287,1.02,Very Good,H,SI1,62.5,59.0,6.37,6.43,4.0,4511
4040,1.01,Very Good,F,VS2,62.7,58.0,6.35,6.41,4.0,7423
2034,2.01,Premium,H,VS2,61.1,59.0,8.13,8.06,4.94,17073
1022,0.51,Very Good,G,VS1,62.9,60.0,5.01,5.07,3.18,1611
2282,0.32,Ideal,I,VVS2,61.2,56.0,4.42,4.41,2.7,720
4924,1.74,Ideal,H,SI2,62.2,57.0,7.67,7.63,4.76,8037
4219,1.02,Ideal,F,VS1,61.8,56.0,6.46,6.43,3.99,7862
3063,0.73,Good,I,VS2,63.1,61.0,5.69,5.73,3.6,2393
4366,0.31,Very Good,D,VVS1,62.7,55.0,4.38,4.4,2.75,1072
665,0.58,Ideal,F,VS1,61.1,56.0,5.39,5.42,3.3,1800
3932,1.0,Premium,F,SI1,61.6,58.0,6.47,6.45,3.98,4435
2638,0.3,Premium,G,VS1,62.0,58.0,4.29,4.33,2.67,605
3176,0.93,Ideal,F,SI2,61.9,57.0,6.24,6.26,3.87,3742
4266,0.52,Ideal,G,VS1,62.7,55.0,5.15,5.19,3.23,1935
3121,0.73,Ideal,H,SI1,63.0,57.0,5.77,5.74,3.62,2360
1017,1.2,Very Good,G,SI1,60.8,62.0,6.88,6.83,4.16,6596
557,1.51,Ideal,I,VS1,62.2,53.8,7.36,7.39,4.58,10411
2399,0.7,Very Good,H,VVS1,61.2,57.0,5.74,5.68,3.49,3381
1207,1.02,Ideal,I,VS1,62.1,60.0,6.41,6.38,3.98,4241
2005,0.32,Very Good,D,VVS2,63.1,56.0,4.37,4.38,2.76,956
2656,0.5,Good,D,SI1,63.2,56.0,5.04,5.08,3.19,1436
2135,1.0,Very Good,H,VS1,58.3,63.0,6.62,6.55,3.83,4946
1510,0.3,Ideal,E,VS2,61.9,56.0,4.35,4.31,2.68,844
1736,0.31,Ideal,E,VS2,60.6,57.0,4.4,4.42,2.68,627
245,0.3,Premium,D,VS2,60.7,58.0,4.34,4.38,2.64,652
1163,2.31,Ideal,H,SI2,62.8,57.0,8.43,8.35,5.3,13597
3362,0.37,Ideal,E,SI1,61.9,53.0,4.62,4.66,2.87,649
266,1.02,Ideal,E,SI2,61.8,54.0,6.49,6.43,3.99,3674
2366,1.52,Ideal,I,SI1,60.2,60.0,7.44,7.37,4.46,8291
1114,1.56,Premium,H,VS1,61.8,59.0,7.46,7.4,4.59,12377
63,0.31,Ideal,G,VVS1,61.9,56.0,4.4,4.38,2.72,1046
2592,1.06,Premium,G,SI2,61.8,60.0,6.57,6.48,4.03,4140
2788,0.9,Very Good,E,SI1,61.8,56.0,6.14,6.18,3.81,4034
2757,1.05,Ideal,H,VS1,61.9,57.0,6.5,6.54,4.02,6479
3011,0.5,Ideal,D,SI2,62.1,55.0,5.08,5.13,3.17,1253
3076,1.5,Premium,I,VS2,62.3,58.0,7.36,7.33,4.57,9012
2998,1.53,Very Good,I,VS1,62.9,59.9,7.37,7.32,4.62,10032
2815,0.9,Ideal,E,SI1,62.6,56.0,6.14,6.19,3.86,4668
2259,0.52,Ideal,E,SI2,61.7,56.0,5.16,5.2,3.2,1246
4959,1.12,Premium,G,VS2,59.8,59.0,6.83,6.77,4.07,6756
3204,1.67,Ideal,F,VS2,61.3,57.0,7.6,7.67,4.69,16261
1237,1.16,Very Good,G,VS2,62.8,56.0,6.69,6.72,4.21,7500
103,0.7,Good,E,SI1,61.5,56.0,5.64,5.74,3.5,2647
2643,0.74,Premium,G,VVS1,61.6,56.0,5.83,5.81,3.57,3071
272,0.7,Ideal,I,SI2,61.1,57.0,5.72,5.75,3.51,1864
508,0.51,Very Good,G,VS2,62.8,57.0,5.05,5.08,3.17,1438
2226,1.12,Ideal,E,VVS1,61.7,56.0,6.65,6.69,4.11,10984
4934,0.54,Ideal,E,SI2,61.2,56.0,5.27,5.31,3.22,1240
2441,0.41,Ideal,E,VS2,61.1,56.0,4.82,4.79,2.94,999
865,1.5,Good,D,SI1,64.7,58.0,7.17,7.22,4.61,12152
3326,1.51,Premium,F,SI2,62.0,59.0,7.26,7.38,4.55,7385
908,0.9,Premium,F,SI1,61.8,59.0,6.18,6.14,3.8,3959
2114,0.31,Ideal,D,SI1,61.8,56.0,4.34,4.38,2.7,616
3896,1.72,Good,H,SI1,59.3,64.0,7.9,7.85,4.66,18115
1627,1.51,Good,G,VS2,63.6,59.0,7.25,7.21,4.61,10036
2873,0.34,Ideal,H,VS1,62.3,55.0,4.5,4.55,2.82,729
1522,0.33,Very Good,E,SI1,62.0,56.0,4.43,4.41,2.74,579
835,0.51,Ideal,E,SI1,61.3,56.0,5.12,5.14,3.15,1656
358,0.51,Ideal,G,IF,62.6,54.0,5.08,5.11,3.19,2176
138,2.22,Premium,H,SI1,62.3,58.0,8.29,8.33,5.17,16390
299,0.7,Premium,F,SI2,60.5,60.0,5.76,5.73,3.48,2333
1556,0.54,Ideal,D,VS2,61.4,55.0,5.25,5.2,3.21,1919
1003,0.34,Ideal,F,VVS2,62.6,55.0,4.49,4.44,2.8,894
382,1.26,Ideal,J,VS1,62.4,56.0,6.9,6.86,4.3,5556
941,0.32,Very Good,E,SI2,63.1,56.0,4.35,4.28,2.72,576
4447,0.73,Ideal,E,SI1,61.2,55.0,5.8,5.84,3.56,3360
4855,0.43,Ideal,D,VS2,60.8,56.0,4.87,4.9,2.96,999
761,1.07,Ideal,G,VS1,61.9,57.0,6.59,6.55,4.07,7371
1705,0.72,Ideal,G,VVS2,61.5,57.0,5.76,5.74,3.53,3160
1873,1.1,Premium,H,SI1,62.5,58.0,6.56,6.52,4.09,5950
2550,0.71,Ideal,E,SI1,61.9,57.0,5.74,5.72,3.55,2729
2086,2.03,Very Good,I,VS2,60.0,59.0,8.16,8.21,4.94,13820
2197,1.04,Ideal,D,SI2,61.7,56.0,6.51,6.53,4.02,4978
898,1.01,Ideal,D,SI1,60.3,59.0,6.56,6.5,3.94,6460
3999,0.33,Premium,F,VS2,61.1,58.0,4.48,4.42,2.72,854
3615,2.01,Very Good,J,SI1,62.5,61.0,8.06,8.1,5.01,17235
1402,0.31,Ideal,G,IF,61.1,56.0,4.37,4.39,2.68,918
3873,1.06,Premium,F,VS2,62.3,60.0,6.47,6.51,4.04,6352
3785,0.72,Ideal,F,VS1,60.3,57.0,5.8,5.84,3.5,3182
4387,1.52,Premium,I,SI1,60.4,58.0,7.38,7.42,4.48,9810
2955,0.34,Premium,G,VS2,61.7,58.0,4.45,4.49,2.76,596
1512,0.52,Good,E,SI1,63.7,57.0,5.11,5.09,3.24,1316
1188,0.36,Ideal,D,VS2,62.9,56.0,4.51,4.54,2.85,663
2989,0.3,Ideal,E,VS2,61.1,57.0,4.36,4.33,2.65,844
2080,1.6,Ideal,D,VS2,62.8,54.0,7.5,7.53,4.73,15984
4984,0.7,Premium,E,VS1,61.4,59.0,5.72,5.69,3.5,3220
3437,0.7,Ideal,E,VS2,61.4,57.0,5.74,5.72,3.52,3024
108,0.31,Ideal,H,VS2,61.4,56.0,4.34,4.38,2.68,477
4699,0.92,Ideal,D,SI1,62.3,56.0,6.18,6.25,3.87,4909
2827,0.39,Ideal,F,VS1,62.0,54.4,4.65,4.68,2.89,805
4497,0.31,Ideal,G,VVS2,62.2,55.0,4.39,4.34,2.71,878
58,0.52,Ideal,G,VVS2,61.8,57.0,5.19,5.17,3.2,1835
76,1.02,Ideal,D,VS2,62.2,56.0,6.47,6.43,4.01,9467
796,0.71,Ideal,I,VS1,61.3,57.0,5.73,5.78,3.53,2382
368,0.31,Premium,E,SI1,61.8,58.0,4.36,4.33,2.69,544
4906,1.12,Ideal,H,SI1,62.4,56.0,6.71,6.63,4.15,5748
785,0.72,Ideal,E,VS2,61.2,56.0,5.78,5.82,3.55,3308
2088,0.4,Premium,G,VVS2,60.9,58.0,4.75,4.78,2.9,962
2314,1.5,Very Good,E,VS2,60.6,60.0,7.42,7.38,4.48,18107
3384,1.07,Ideal,G,SI2,61.5,57.0,6.58,6.61,4.05,4260
3605,1.07,Premium,F,VS2,62.9,58.0,6.55,6.49,4.1,7245
4111,0.36,Ideal,D,SI1,61.5,56.0,4.57,4.6,2.82,851
1902,1.01,Premium,F,VS2,62.1,59.0,6.43,6.37,3.97,6596
1703,1.13,Premium,G,SI2,60.9,59.0,6.72,6.68,4.09,5370
121,0.41,Ideal,G,VVS2,61.5,55.0,4.8,4.82,2.96,1077
1844,1.01,Very Good,G,SI2,63.1,58.0,6.38,6.44,4.04,4514
2369,0.41,Ideal,H,IF,61.9,59.0,4.71,4.73,2.92,1187
3728,0.7,Very Good,F,I1,62.9,54.0,5.64,5.71,3.57,7286
910,0.31,Premium,G,VS2,62.8,58.0,4.33,4.3,2.71,698
124,0.32,Very Good,H,VS1,63.8,57.0,4.35,4.3,2.76,720
2572,0.41,Ideal,G,VS2,62.8,57.0,4.73,4.76,2.98,1061
1586,0.4,Premium,G,VVS2,61.9,59.0,4.68,4.74,2.92,1050
1257,0.31,Premium,D,VS1,61.5,59.0,4.34,4.35,2.67,949
3441,1.51,Very Good,G,VS1,62.0,59.0,7.29,7.39,4.54,13951
3480,0.35,Ideal,E,VS2,61.6,57.0,4.5,4.52,2.78,983
4108,0.32,Premium,F,VS2,60.8,58.0,4.43,4.39,2.68,828
1178,0.41,Ideal,E,VVS1,61.4,56.0,4.79,4.82,2.95,1334
3463,0.42,Premium,F,VS2,61.9,58.0,4.77,4.8,2.96,842
3469,0.32,Ideal,F,VS2,62.4,56.0,4.37,4.4,2.74,773
3467,0.4,Premium,F,VS1,61.8,55.0,4.78,4.74,2.94,1125
2103,2.06,Premium,G,SI2,61.0,59.0,8.26,8.21,5.04,11976
442,2.01,Ideal,H,SI1,62.2,56.0,8.05,8.07,5.01,18493
2227,1.5,Premium,E,SI2,62.3,58.0,7.34,7.3,4.56,9242
4417,1.21,Ideal,E,SI1,62.6,56.0,6.77,6.82,4.25,10222
925,0.46,Fair,H,SI1,65.4,56.0,4.85,4.82,3.18,1016
4020,0.31,Ideal,G,VVS2,61.2,55.0,4.38,4.42,2.69,684
2145,0.41,Ideal,J,VS2,63.6,57.0,4.72,4.68,2.99,647
4771,0.33,Premium,F,VS2,60.2,59.0,4.47,4.44,2.68,854
1411,0.72,Very Good,H,VS2,62.9,56.0,5.7,5.75,3.6,2450
3466,0.41,Ideal,D,VVS2,60.2,59.0,4.77,4.81,2.89,1262
2072,0.53,Fair,D,SI1,64.6,55.0,5.09,5.05,3.29,1308
1509,0.76,Premium,F,VVS1,60.1,58.0,5.95,5.92,3.55,3347
1227,0.73,Ideal,E,VS1,61.6,57.0,5.75,5.78,3.55,3351
4072,1.0,Ideal,G,VS2,62.5,57.0,6.29,6.35,3.94,5774
2585,0.61,Ideal,G,VS2,61.9,59.0,5.45,5.43,3.37,2034
4451,1.02,Ideal,H,SI2,61.4,53.0,6.47,6.5,3.98,4918
2951,1.51,Ideal,H,SI1,62.4,57.0,7.31,7.34,4.58,10051
3885,0.27,Ideal,E,VVS2,62.5,55.0,4.17,4.15,2.6,575
324,1.2,Premium,J,SI2,62.4,58.0,6.82,6.8,4.25,4022
3977,0.51,Ideal,G,VVS1,62.1,56.0,5.1,5.16,3.18,2061
3576,0.55,Ideal,G,VS2,62.0,54.0,5.26,5.29,3.27,1631
2211,1.02,Ideal,E,SI2,62.3,56.0,6.43,6.37,3.99,4702
3298,0.34,Ideal,F,VS2,62.1,55.0,4.51,4.54,2.81,726
3035,0.41,Ideal,F,VS1,61.9,56.0,4.75,4.73,2.94,1076
1498,1.51,Ideal,E,VS2,61.8,57.0,7.34,7.4,4.57,13513
1502,0.7,Ideal,H,SI1,62.7,57.0,5.66,5.69,3.56,2157
1006,1.12,Ideal,G,VS2,61.9,56.0,6.66,6.64,4.12,6809
4179,0.75,Ideal,E,SI2,61.5,55.0,5.9,5.83,3.61,2302
3013,0.5,Ideal,G,VS1,61.3,56.0,5.12,5.15,3.14,1593
3516,0.23,Very Good,E,VVS2,61.9,61.0,3.93,3.97,2.45,505
1467,0.7,Very Good,J,VS2,61.5,59.0,5.67,5.69,3.5,2022
1225,1.52,Good,D,SI1,61.1,61.0,7.31,7.41,4.49,11487
3167,0.59,Very Good,F,VS2,62.4,57.0,5.34,5.37,3.34,1915
2267,0.31,Very Good,F,IF,63.5,54.0,4.29,4.3,2.73,914
3808,0.4,Ideal,G,VVS2,61.4,56.0,4.75,4.74,2.91,1050
1216,1.01,Very Good,F,VS1,60.9,58.0,6.45,6.51,3.93,7192
3976,0.3,Ideal,F,VVS2,62.3,57.0,4.3,4.33,2.69,684
4585,1.15,Ideal,I,VS2,62.0,56.0,6.7,6.76,4.17,5506
420,1.02,Very Good,G,VS1,62.9,55.2,6.38,6.42,4.02,6468
3422,0.32,Ideal,F,VVS1,61.2,56.0,4.39,4.44,2.7,867
6,0.74,Ideal,E,VS2,61.8,57.0,5.76,5.79,3.57,3229
932,0.31,Ideal,G,VS1,61.7,57.0,4.38,4.4,2.71,621
1691,0.33,Ideal,E,VVS1,61.7,56.0,4.46,4.51,2.77,1097
439,0.71,Ideal,E,VS2,61.3,57.0,5.74,5.77,3.53,2964
1313,0.31,Ideal,G,IF,62.1,54.0,4.39,4.38,2.72,924
678,0.4,Ideal,E,VS1,60.7,57.0,4.85,4.82,2.93,1068
1943,0.53,Ideal,E,SI2,62.0,54.0,5.24,5.21,3.24,1270
4611,0.31,Ideal,G,IF,61.6,54.0,4.4,4.4,2.71,949
3303,0.9,Very Good,I,VS2,61.9,57.0,6.14,6.18,3.8,3387
2268,1.06,Ideal,E,SI2,61.7,57.0,6.58,6.55,4.05,5319
4634,0.39,Ideal,E,VS2,59.4,62.0,4.8,4.77,2.85,852
4080,0.9,Good,E,SI1,63.6,61.0,5.99,6.05,3.81,3597
2518,0.34,Ideal,E,VS1,61.1,56.0,4.51,4.53,2.76,739
2439,0.31,Premium,E,VS1,61.0,61.0,4.37,4.35,2.66,816
4037,0.31,Ideal,E,VS2,62.5,57.0,4.33,4.36,2.71,723
1893,0.55,Ideal,D,SI1,61.4,55.0,5.28,5.24,3.24,1240
4245,1.03,Ideal,F,SI1,61.0,57.0,6.49,6.52,3.97,4678
4830,1.01,Very Good,G,SI1,63.3,56.0,6.41,6.37,4.04,5154
2640,1.51,Premium,H,VS1,62.8,59.0,7.29,7.24,4.56,11175
194,0.26,Ideal,G,VS1,61.9,55.0,4.08,4.12,2.54,565
1474,0.3,Ideal,F,VS1,62.3,57.0,4.31,4.34,2.69,658
4617,0.72,Good,E,VS2,63.7,57.0,5.63,5.68,3.62,2377
1211,1.29,Premium,I,VS1,59.2,60.0,7.05,7.02,4.22,6982
2438,0.52,Ideal,D,VVS1,61.1,56.0,5.2,5.24,3.19,2668
1657,0.4,Very Good,E,VVS1,62.5,58.0,4.64,4.71,2.92,1333
2700,0.5,Ideal,E,SI1,61.9,57.0,5.1,5.07,3.15,1338
3082,0.31,Premium,E,VS1,62.5,58.0,4.35,4.32,2.71,942
2705,0.25,Ideal,G,IF,62.8,55.0,4.01,4.05,2.52,554
4226,0.72,Very Good,G,VS2,62.4,58.0,5.67,5.71,3.55,2570
2842,0.32,Ideal,G,IF,61.4,56.0,4.44,4.41,2.72,918
2302,0.51,Ideal,D,VS1,62.1,56.0,5.13,5.16,3.19,1917
1130,0.77,Premium,E,SI2,62.0,59.0,5.82,5.78,3.6,2753
1461,0.31,Ideal,D,VS2,61.9,55.0,4.32,4.36,2.69,734
276,0.31,Good,F,SI2,63.6,56.0,4.31,4.35,2.75,408
2222,1.15,Ideal,G,VS2,62.0,58.0,6.74,6.69,4.16,6653
2331,2.02,Ideal,I,SI2,62.2,57.0,8.11,8.06,5.04,14715
4323,0.7,Premium,G,SI1,61.6,60.0,5.7,5.73,3.51,2368
1302,1.04,Ideal,G,VS2,61.2,57.0,6.55,6.53,4.0,6250
2517,0.91,Very Good,D,SI1,63.0,58.0,6.11,6.15,3.87,3819
222,1.56,Good,D,VS2,61.6,58.0,7.52,7.48,4.62,15231
2036,1.0,Very Good,E,SI2,62.8,58.0,6.35,6.38,4.0,4250
1924,1.01,Good,F,SI2,63.6,58.0,6.32,6.36,4.03,4260
573,1.18,Premium,G,VS1,62.4,60.0,6.73,6.77,4.2,8709
1236,0.7,Very Good,G,VS1,63.2,56.0,5.68,5.64,3.58,2520
3544,0.3,Very Good,F,VS1,61.6,58.0,4.26,4.32,2.64,605
2133,1.01,Good,E,SI2,62.5,62.0,6.33,6.38,3.98,4242
1334,0.51,Ideal,H,VVS2,61.9,57.0,5.1,5.13,3.16,1897
2457,1.01,Premium,E,SI1,63.0,59.0,6.42,6.4,4.03,5183
418,0.31,Ideal,G,VS2,61.8,56.0,4.34,4.36,2.7,492
4915,2.25,Premium,H,SI1,62.2,58.0,8.36,8.3,5.17,17118
1104,1.01,Very Good,G,VS2,60.4,60.0,6.47,6.51,3.92,5551
257,0.71,Very Good,E,SI2,59.0,61.0,5.92,5.85,3.46,2368
295,0.41,Ideal,D,VS2,61.9,56.0,4.8,4.78,2.96,1076
2361,1.1,Ideal,H,SI1,60.8,56.0,6.7,6.73,4.09,6451
386,0.32,Ideal,I,VS2,60.7,55.0,4.45,4.49,2.71,576
3308,0.32,Premium,E,VS2,62.6,58.0,4.38,4.41,2.75,702
4013,0.32,Ideal,D,VVS2,63.0,56.0,4.39,4.42,2.77,1066
2231,1.04,Very Good,F,SI1,58.9,62.0,6.63,6.66,3.9,5736
2554,0.57,Very Good,G,SI1,60.5,57.0,5.38,5.35,3.25,1320
4336,0.34,Ideal,D,VS2,62.8,55.0,4.45,4.44,2.8,1033
3515,1.2,Very Good,I,VS1,62.8,58.0,6.72,6.75,4.24,5792
1839,0.41,Premium,D,VS2,61.3,58.0,4.78,4.82,2.95,1077
4385,1.14,Ideal,F,VS2,61.8,55.0,6.69,6.73,4.15,8256
1563,0.23,Very Good,E,VVS1,62.6,55.0,3.93,3.96,2.47,505
2015,1.0,Premium,I,SI1,62.4,61.0,6.23,6.16,3.88,3617
1400,0.33,Ideal,G,IF,60.8,57.0,4.49,4.51,2.73,979
712,2.01,Ideal,F,SI2,62.2,56.0,8.11,8.05,5.03,13846
2420,0.31,Ideal,F,VVS1,61.8,55.0,4.33,4.37,2.69,741
2619,0.78,Ideal,H,VS1,61.3,57.0,5.92,5.96,3.64,3228
209,1.16,Ideal,J,VS1,61.8,56.0,6.72,6.79,4.17,5210
4945,0.54,Ideal,G,VS1,60.6,56.0,5.29,5.26,3.2,1792
1289,1.03,Premium,G,VS2,62.4,58.0,6.47,6.43,4.01,5700
449,1.5,Premium,G,VS1,60.4,60.0,7.42,7.36,4.47,12512
4091,1.2,Very Good,H,SI1,62.9,55.0,6.73,6.81,4.26,5526
2569,0.9,Ideal,H,VS1,61.8,57.0,6.17,6.23,3.83,4136
1820,1.04,Very Good,H,VS2,62.6,56.0,6.45,6.48,4.05,5272
958,0.51,Ideal,G,VVS1,61.4,55.0,5.15,5.17,3.17,2027
1793,0.42,Ideal,F,SI1,62.1,55.0,4.8,4.83,2.99,773
4787,1.5,Ideal,I,VS1,63.0,55.0,7.25,7.3,4.58,9627
654,0.3,Ideal,G,VS1,62.2,56.0,4.29,4.32,2.68,645
2407,1.01,Good,E,VS1,63.1,59.0,6.36,6.39,4.03,7477
3852,1.23,Ideal,I,SI1,62.3,57.0,6.81,6.87,4.27,5771
1995,1.5,Premium,I,VS2,62.6,58.0,7.23,7.19,4.52,8530
1760,0.7,Premium,D,SI1,60.4,59.0,5.78,5.74,3.49,2509
2354,1.05,Ideal,H,SI1,61.8,54.0,6.5,6.56,4.04,5291
2741,1.5,Premium,G,VS1,60.9,59.0,7.32,7.37,4.46,11825
2617,0.42,Ideal,G,VVS2,61.8,54.0,4.81,4.86,2.99,918
411,0.36,Ideal,E,VVS1,60.7,56.0,4.59,4.61,2.8,839
1774,2.02,Premium,G,SI2,60.8,57.0,8.15,8.12,4.94,13027
3978,1.5,Ideal,I,SI1,63.0,56.0,7.25,7.3,4.58,8985
2186,1.51,Very Good,F,SI1,62.7,55.0,7.25,7.31,4.57,11221
2379,0.3,Very Good,F,SI2,59.8,63.0,4.32,4.35,2.6,421
3963,0.7,Very Good,F,SI1,62.0,59.0,5.68,5.72,3.54,2476
